job_platform_id,job_title,job_url,job_posted_date,job_city,job_country,is_job_remote,company_name,company_job_platform_url,job_description,job_benefits
51145943e874224c,"Data Engineer - Remote, Full-Time",https://www.indeed.com/viewjob?jk=51145943e874224c,2022/12/22,cusco,   Peru  ,True,Bluelight Consulting,https://www.indeed.com/cmp/Bluelight%20Consulting,"


   Bluelight Consulting is a leading software consultancy seeking a skilled Data Engineer to join our fast-growing team. Our mission is to design and develop technology that improves the lives of its users while providing an exceptionally high level of service to our clients.
  


 We are looking for Data Engineer who wants to be part of a fast-paced, dynamic environment, where everyone’s opinions and efforts are valued. We hire outstanding individuals and give them the opportunity to thrive in a collaborative atmosphere that values learning, growth, and hard work.
  


 Our team is distributed across the United State and Central / South America. If you have the desire to be a part of an exciting, challenging, and rapidly-growing software development consultancy, and if you are passionate about software development and creating the finest apps in the marketplace, please apply below.
  



What We Are Looking For


 Experience with AWS services including but not limited to S3, Athena, EC2, EMR, and Glue.
 Ability to solve any ongoing issues with operating the cluster.
 Experience with the integration of data from multiple data sources.
 Experience with various database technologies such as SQLServer, Redshift, Postgres, and RDS.
 Experience with one or more of the following data integration platforms: Pentaho Kettle, SnapLogic, Talend OpenStudio, Jitterbit, Informatica PowerCenter, or similar.
 Knowledge of best practices and IT operations in an always-up, always-available service.
 Experience with or knowledge of Agile Software Development methodologies.
 Excellent problem-solving and troubleshooting skills.
 Excellent oral and written communication skills with a keen sense of customer service.
 Experience with collecting/managing/reporting on large data stores.
 Awareness of Data governance and data quality principles.
 Well versed in Business Analytics including basic metric building and troubleshooting.
 Understand Integration architecture: application integration and data flow diagrams, source-to-target mappings, data dictionary reports.
 Familiar with Web Services: XML, REST, SOAP.
 Experience with Git or similar version control software.
 Experience with integrations with and/or use of BI tools such as GoodData (Prefered), Tableau, PowerBI, or similar.
 Broad experience with multiple RDBMS: MS SQLServer, Oracle, MySQL, PostgreSQL, Redshift.
 Familiarity with SaaS/cloud data systems (e.g. Salesforce).
 Data warehouse design: star-schemas, change data capture, denormalization.
 SQL/DDL queries/Tuning techniques such as indexing, sorting, and distribution.
 BS or MS degree in Computer Science or a related technical field.
 3+ years of Data Pipeline development such as SnapLogic or Datastage, Informatica, or related experience.
 3+ years of SQL experience (No-SQL experience is a plus).
 Experience designing, building, and maintaining data pipelines.






What You'll Be Doing


 Develop and maintain data models for core package application and reporting databases to describe objects and fields for support documentation and to facilitate custom application development and data integration.
 Monitoring execution and performance of daily pipelines, triage and escalate any issues.
 Collaborates with analytics and business teams to improve data models and data pipelines that feed business intelligence tools, increasing data accessibility and fostering data-driven decision-making across the organization.
 Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes.
 Writes unit/integration tests, contributes to engineering wiki, and documents work.
 Performs data analysis required to troubleshoot data-related issues and assist in the resolution of data issues.
 Work within AWS/Linux cloud systems environment in support of data integration solution
 Works closely with a team of frontend and backend engineers, product managers, and analysts.
 Teamwork: Collaborate with team members. Share knowledge, provide visibility of interpersonal accomplishments and follow directions when provided.






Company Benefits


 Competitive salary and bonuses, including performance-based salary increases
 Generous paid-time-off policy
 Technology / Office stipend
 100% remote work, now and post COVID
 Continuing education, training, conferences
 Company-sponsored coursework, exams, and certifications






   Being a software consultant is a fun, challenging, and rewarding career choice for engineers. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on the client’s business.
  


 You will have the chance to work on a variety of projects for our incredible clients, which will help you quickly improve as a consultant and software engineer. You will get to work with modern languages and frameworks alongside some of the best developers in the world!
  


 So if you have the desire to be a part of an exciting, challenging, rapidly-growing software consultancy, please apply. #LI-Remote
  

",
2e4f45b24b48aa9e,Junior Data Engineer (M/F/D),https://www.indeed.com/viewjob?jk=2e4f45b24b48aa9e,2022/12/22,remoto híbrido in porto,   Portugal  ,False,Adidas,https://www.indeed.com/cmp/Adidas,"








        Purpose & Overall Relevance for the Organization:
       



        The purpose of this role is to explore various internal and external data sources, integrate those data sources, and prepare data for consumption in a lakehouse. This will happen in the context of creating an integrated analytical data model connecting the dots between data sources like Kafka, SAP, etc. You will have e2e ownership (with senior supervision) from acquiring the data through defined interfaces until integrated exposure in the analytical data model.
       



        Are you looking for...?
       



Being part of our team that delivers unseen Insights generated from Data;
Creating the data backbone powering Analytics and AI solutions that put decision-making on the next level;
Working in the latest technologies such as Spark, Delta Lake, Airflow, Python, etc.;
Use of Databricks to work in a Lakehouse concept.





        What are we looking for?
       



Completed degree in Information Systems Engineering, Computer Science, or related areas;
Internship experience in an IT-related environment;
A developer able to create data applications using Python and SQL (mandatory);
Fluency in English (mandatory).





        What are we offering?
       



Competitive salary and benefits;
Hybrid work policy and flexible working hours;
Sports and work-life balance incentives;
Upskilling and internal growth (local and international);
International and diverse work environment;
State-of-art office space and conditions.





        » Please apply with your English Cv «
       








AT ADIDAS WE HAVE A WINNING CULTURE. BUT TO WIN, PHYSICAL POWER IS NOT ENOUGH. JUST LIKE ATHLETES OUR EMPLOYEES NEED MENTAL STRENGTH IN THEIR GAME. WE FOSTER THE ATHLETE’S MINDSET THROUGH A SET OF BEHAVIORS THAT WE WANT TO ENABLE AND DEVELOP IN OUR PEOPLE AND THAT ARE AT THE CORE OF OUR UNIQUE COMPANY CULTURE: THIS IS HOW WE WIN WHILE PLAYING FAIR.
 

COURAGE: Speak up when you see an opportunity; step up when you see a need..
OWNERSHIP: Pick up the ball. Be proactive, take responsibility and follow-through.
INNOVATION: Elevate to win. Be curious, test and learn new and better ways of doing things.
TEAMPLAY: Win together. Work collaboratively and cultivate a shared mindset.
INTEGRITY: Play by the rules. Hold yourself and others accountable to our company’s standards.
RESPECT: Value all players. Display empathy, be inclusive and show dignity to all.









ADIDAS CELEBRATES DIVERSITY, SUPPORTS INCLUSIVENESS AND ENCOURAGES INDIVIDUAL EXPRESSION IN OUR WORKPLACE. WE DO NOT TOLERATE THE HARASSMENT OR DISCRIMINATION TOWARD ANY OF OUR APPLICANTS OR EMPLOYEES. WE ARE AN EQUAL OPPORTUNITY EMPLOYER.

 










       JOB TITLE: 
       
        Junior Data Engineer (M/F/D) 
       









      BRAND: 
      
       adidas 
      








      LOCATION: 
      
       Porto 
      








      TEAM: 
      
       Information Technology 
      








      STATE: 
      
       13 
      








      COUNTRY/REGION: 
      
       PT 
      








      CONTRACT TYPE: 
      
       Full time 
      








      NUMBER: 
      
       492181 
      








      DATE: 
      
       Jan 11, 2023
      





",
c69ade30ccba932f,"Software Engineer III, Web",https://www.indeed.com/viewjob?jk=c69ade30ccba932f,2022/12/22,san isidro,   Peru  ,False,Scotiabank,https://www.indeed.com/cmp/Scotiabank,"

Hola! Felicitamos y valoramos tu interés por seguir creciendo dentro del Grupo Scotiabank, nos encontramos en búsqueda de talento que aporte con sus conocimientos y experiencia a la posición y sobre todo con OPTIMISMO.
 Purpose:
 Contributes to the overall success of The Software Engineer III in web chapter at Scotiabank Peru ensuring specific individual goals, plans, initiatives are executed / delivered in support of the team’s business strategies and objectives.Ensures all activities conducted are in compliance with governing regulations, internal policies and procedures.

 Accountabilities:

Champions a customer focused culture to deepen client relationships and leverage broader Bank relationships, systems and knowledge.
Design and development of web/mobile software components and services that leverage and extend digital capabilities and provide world-class digital experiences.
Develop high quality, maintainable and evolvable software, caring for key software metrics and assuring proper testability and testing coverage.
Follow, develop and promote secure coding practices, being aware of potential security vulnerabilities and guarding from them.
Take operational ownership for the software you build and support. Work with multidisciplinary teams to solve major incidents, improve SLOs and guarantee a world-class customer experience. Note this may require working outside office hours on occasion.
Contribute to the software development lifecycle, take leadership for features at a team/squad level and take ownership for your work and your craft.
Build web mobile and desktop applications, user experiences and reusable components, and take part of the development of our next generation platforms. Use technologies like HTML, Javascript, Typescript, Angular, React, Redux, Webpack and CSS3, are highly skilled in software engineering and computer science, and love to learn and co-create with multidisciplinary teams.
Understand how the Bank’s risk appetite and risk culture should be considered in day-to-day activities and decisions.
Actively pursues effective and efficient operations of his/her respective areas in accordance with Scotiabank’s Values, its Code of Conduct and the Global Sales Principles, while ensuring the adequacy, adherence to and effectiveness of day-to-day business controls to meet obligations with respect to operational, compliance, AML/ATF/sanctions and conduct risk. 
Champions a high performance environment and contributes to an inclusive work environment.

 Education, Experience and Skills

Bachelor's degree in Computer Science or related field. 
Typically 4 years of industry experience or more.


 Primary SkillsAreas:

Software Design and Architecture
Programming Languages & Environments
Functional Programming, Algorithms and Data Structures
Frontend Development
Software Testing, Evolution and Maintenance
Operating Systems and Platforms
Secure Coding


 Secondary Skills Areas:

Solution Design and Architecture
Technology Architecture
Retail Banking Business Domains
Backend Development
Cloud Computing
Behavior Driven Development
Test Automation
Continuous Integration
Site Reliability Engineering
Threat Modeling
Application Security


 Soft Skills:
 Developing and Coaching People

Provide informal coaching and mentoring to junior team members. Builds trust and solidifies credibility within team and leaders/coaches. Encourages and supports colleagues in fulfilling their goals.
Is very open to feedback and seeks it constantly.

 Strategic Thinking:

Contribute to the development of the team/project roadmap, taking into consideration the Digital Banking roadmap and Scotiabank strategic plan.

 Prioritization & Value Delivery

Collaborates with leaders/team members to effectively prepare for upcoming deliverables.
Delivers results that meet desired customer, business and technical outcomes. Balances scope and flexibility to deliver results while managing expectations with stakeholders.
Independently comes to the table with solutions that are substantiated with thoughtful considerations (Eg. Pros/cons) and analytics
During decision making, actively sources accurate data and demonstrates ability to use it effectively to produce meaningful solutions.


 Influencing

Leverage relevant stakeholders within Digital Banking and Scotiabank.
Flex your ability in your technical subject area of expertise in order to make a meaningful impact. Equip yourself and peers to manage ongoing change.
Drive meaningful change within your technical subject area of expertise.

 Communication

Fully understand the communication channels that are applicable to your role and your key stakeholders, and use them appropriately for inbound and outbound messages.
Fully understand diverse communication styles and tailor messages appropriate to your audience.

 Customer Focus

Leverages a targeted customer approach.
Actively considers customer needs via research, feedback mechanisms, and design thinking.

 -Consistently collaborates with customers and/or customer-facing team members to obtain first- hand knowledge of needs (eg. Customer testing, data analytics, working with front-linestaff).

Responds thoughtfully and strategically to customer needs by leveraging research/findings to initiate features that are targeted at enhancing the customer experience.
Prioritizes quality to reduce customer facing bugs or issues.


 Self-awareness & Development

Understands own motivations and career goals; actively plans for career development.
Seeks specific development opportunities that would normally take one outside one’s comfort zone; committing to continuous improvement by seeking opportunities for stretch goals and projects.
Fully aware of one’s strengths and weaknesses and seeks out feedback from multiple sources, particularly those who might have unique perspectives
Contributes positively to the CoP through active participation and the development of personal and team development programs.


 Agility

Understand and operate effectively in an agile environment.
Take active part in assuring definition of ready and definition of done criteria are met, interacting with other roles and functions.
Identify blockers and risks and proactively work to remove them or manage them, delegating and escalating when needed.

 En Scotiabank estamos interesados en promover tu desarrollo profesional dentro de un ambiente de equidad, diversidad e inclusión. Tu postulación contribuye a la identificación del talento, gracias por participar en esta convocatoria! 
En caso no puedas cargar tu curriculum vitae en nuestra plataforma, revisa el peso del mismo que debe de tener como máximo 5MB, puede ser versión PDF o Word. Te sugerimos que en la opción de ""Formato simple de curriculum"" puedas ingresar tu información. No olvides que es importante actualizar siempre tu curriculum y en caso que hayas olvidado tu contraseña o usuario por favor seguir a detalle los pasos para recuperarlos.
 Tomar en cuenta que los postulantes seleccionados se regirán a un paquete estrictamente local, sujeto a requisitos y limitaciones de índole reglamentaria u otra, tales como la obligación de tener un permiso de trabajo o diversas restricciones derivadas de contratos colectivos que pudieran afectar sus posibilidades de postulación. Agradecemos mucho tu comprensión y colaboración.
",
402c0bc71f106202,Software Engineer - Full Stack,https://www.indeed.com/viewjob?jk=402c0bc71f106202,2023/01/20,san josé,   Costa Rica  ,False,Microsoft,https://www.indeed.com/cmp/Microsoft,"

  Microsoft 365 continues to lead the cloud transformation for Microsoft, with hundreds of thousands of customers and hundreds of millions of users already on the service. More than ever, our customers are betting on the cloud and expecting Microsoft 365 to deliver an unparalleled experience on every device.
 

   Our team, part of the Customer Success Engineering org, is focused on customer love: quantifying it, understanding it, democratizing it, and improving it. We turn customer satisfaction into a signal as clear and indispensable as usage or perf, develop deep insights on what drives it, and proactively engage partners to increase it. Our team puts some science behind customer love, enabling engineering teams to better understand their issues.
 



   We are a combined Engineering & Data Science team architecting the system that underpins these efforts, including a survey system, the backend storage where we blend in telemetry and other sources to augment the signal, ML models to pinpoint drivers and find correlations, and our proactive outreach platform that interfaces with support and enables us easily orchestrate campaigns to connect directly with customers in a personal way.
 

   We are building Intelligent UX controls and a platform based on React that can be shared and reused.
 



   #CustomerEQ
 
 Responsibilities

   We are looking for engineers with experience and who are passionate about building scale-able, performant, enterprise-grade services based on Azure cloud technologies.
 

   As a developer on the team:
 

   1) Work across teams to implement the user experiences to deliver customer value, improve growth and customer satisfaction.
 

   2) Partner with program management and engineering partner teams.
 

   3) Listens to feedback from customers and uses it to make improvements
 
 Qualifications

   Required Qualifications:
 

   1) At least 3+ years of industry experience in software development in a larges scale distributed systems environment.
 

   2) Experience in Front end technologies (Type script / Java script with React, CSS, HTML)
 

   3) Objected Oriented Design fundamentals
 



   Preferred Qualifications:
 

   1) Development experience in web and RESTful services using C# .Net.
 

   2) Problem solving skills, great teamwork, and passion to delight customers and drive for results.
 

   3) Real-world experience developing large scale online services with robust performance, resiliency, and telemetry
 

   4) Passion for improving engineering practices and producing high quality software
 

   5) Proficient in written and verbal communication skills
 

   6) Earns customers trust by delivering committed features which meet or exceed expectations.
 

   7) Bachelor’s degree or higher, preferably in computer science.
 


 Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
 


 Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.
 
",
cc8117962ff6cc67,Data Engineer,https://www.indeed.com/viewjob?jk=cc8117962ff6cc67,2022/12/22,remoto,   Portugal  ,False,EatTasty,https://www.indeed.com/cmp/EatTasty,"
What we are looking for
 We are looking for an energetic and highly motivated person to join our team as a Data Engineer. The aim of the role will be to expand and optimize our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. You will report directly to the Head of Technology and work closely with our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.Our teams are working in a dynamic, fast-paced and team-oriented environment.

 What you’ll do

 Create and maintain optimal data pipeline architecture;
 Assemble large, complex data sets that meet functional / non-functional business requirements.
 Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc
 Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and optionally NoSQL
 Help building analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
 Help build data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
 Work with data and analytics experts to strive for greater functionality in our data systems.

 Your mindset

 Analytical and statistical profile
 Business orientated;
 Creative person in order to design promotional plans and automated communication flows;

 Experience you’ll need

 Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field;
 2 or plus years of SQL experience, query authoring as well as working familiarity with a variety of databases;
 Experience building processes supporting data transformation, data structures, metadata, dependency and workload management.
 Ability in managing and communicating data warehouse plans to internal clients;
 Experience building and optimizing ‘big data’ data pipelines, architectures and data sets;
 Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement;
 A successful history of manipulating, processing and extracting value from large disconnected datasets.

 You’ll Get Extra Credits for

 Ideally you are fluent in English;
 Knowledge of programming languages like Python;
 You have deep analytical skills and learn quickly;
 Strong project management and organizational skills;
 Strong analytic skills related to working with unstructured datasets;
 You like to take on responsibility and can work independently;
 Ability to streamline functions and passion to learn and grow;
 Excellent communication and presentation skills.

 Benefits

 Fixed salary + Meal allowance
 EatTasty food credit (if you’re based in Lisbon/Porto/Madrid);
 Private health insurance;
 Flexible working hours – as long as you show results (remote role);
 Free access for Udemy for Business;
 Access to our Stok Options Plan;
 A fast startup environment with constant and consistent learning

",
2742924119ffc894,"Data Engineer - Remote, Full-Time",https://www.indeed.com/viewjob?jk=2742924119ffc894,2022/12/22,san josé,   Costa Rica  ,True,Bluelight Consulting,https://www.indeed.com/cmp/Bluelight%20Consulting,"


   Bluelight Consulting is a leading software consultancy seeking a skilled Data Engineer to join our fast-growing team. Our mission is to design and develop technology that improves the lives of its users while providing an exceptionally high level of service to our clients.
  


 We are looking for Data Engineer who wants to be part of a fast-paced, dynamic environment, where everyone’s opinions and efforts are valued. We hire outstanding individuals and give them the opportunity to thrive in a collaborative atmosphere that values learning, growth, and hard work.
  


 Our team is distributed across the United State and Central / South America. If you have the desire to be a part of an exciting, challenging, and rapidly-growing software development consultancy, and if you are passionate about software development and creating the finest apps in the marketplace, please apply below.
  



What We Are Looking For


 Experience with AWS services including but not limited to S3, Athena, EC2, EMR, and Glue.
 Ability to solve any ongoing issues with operating the cluster.
 Experience with the integration of data from multiple data sources.
 Experience with various database technologies such as SQLServer, Redshift, Postgres, and RDS.
 Experience with one or more of the following data integration platforms: Pentaho Kettle, SnapLogic, Talend OpenStudio, Jitterbit, Informatica PowerCenter, or similar.
 Knowledge of best practices and IT operations in an always-up, always-available service.
 Experience with or knowledge of Agile Software Development methodologies.
 Excellent problem-solving and troubleshooting skills.
 Excellent oral and written communication skills with a keen sense of customer service.
 Experience with collecting/managing/reporting on large data stores.
 Awareness of Data governance and data quality principles.
 Well versed in Business Analytics including basic metric building and troubleshooting.
 Understand Integration architecture: application integration and data flow diagrams, source-to-target mappings, data dictionary reports.
 Familiar with Web Services: XML, REST, SOAP.
 Experience with Git or similar version control software.
 Experience with integrations with and/or use of BI tools such as GoodData (Prefered), Tableau, PowerBI, or similar.
 Broad experience with multiple RDBMS: MS SQLServer, Oracle, MySQL, PostgreSQL, Redshift.
 Familiarity with SaaS/cloud data systems (e.g. Salesforce).
 Data warehouse design: star-schemas, change data capture, denormalization.
 SQL/DDL queries/Tuning techniques such as indexing, sorting, and distribution.
 BS or MS degree in Computer Science or a related technical field.
 3+ years of Data Pipeline development such as SnapLogic or Datastage, Informatica, or related experience.
 3+ years of SQL experience (No-SQL experience is a plus).
 Experience designing, building, and maintaining data pipelines.






What You'll Be Doing


 Develop and maintain data models for core package application and reporting databases to describe objects and fields for support documentation and to facilitate custom application development and data integration.
 Monitoring execution and performance of daily pipelines, triage and escalate any issues.
 Collaborates with analytics and business teams to improve data models and data pipelines that feed business intelligence tools, increasing data accessibility and fostering data-driven decision-making across the organization.
 Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes.
 Writes unit/integration tests, contributes to engineering wiki, and documents work.
 Performs data analysis required to troubleshoot data-related issues and assist in the resolution of data issues.
 Work within AWS/Linux cloud systems environment in support of data integration solution
 Works closely with a team of frontend and backend engineers, product managers, and analysts.
 Teamwork: Collaborate with team members. Share knowledge, provide visibility of interpersonal accomplishments and follow directions when provided.






Company Benefits


 Competitive salary and bonuses, including performance-based salary increases
 Generous paid-time-off policy
 Technology / Office stipend
 100% remote work, now and post COVID
 Continuing education, training, conferences
 Company-sponsored coursework, exams, and certifications






   Being a software consultant is a fun, challenging, and rewarding career choice for engineers. Your contributions are highly valued by clients, and the work you do often has a direct and significant impact on the client’s business.
  


 You will have the chance to work on a variety of projects for our incredible clients, which will help you quickly improve as a consultant and software engineer. You will get to work with modern languages and frameworks alongside some of the best developers in the world!
  


 So if you have the desire to be a part of an exciting, challenging, rapidly-growing software consultancy, please apply. #LI-Remote
  

",
2705cadddb1b8fc9,Software Engineer - Data Platform,https://www.indeed.com/viewjob?jk=2705cadddb1b8fc9,2022/12/22,lima,   Peru  ,False,Canonical - Jobs,https://www.indeed.com/cmp/Canonical%20-%20Jobs,,
4aec3ee28b9ab735,"Customer Engineer, Infrastructure Modernization, Google Cloud",https://www.indeed.com/viewjob?jk=4aec3ee28b9ab735,2022/12/24,lima,   Peru  ,False,Google,https://www.indeed.com/cmp/Google,"
Please submit your resume in English - we can only consider applications submitted in this language.
 Minimum qualifications:

Bachelor's degree in Computer Science, a related Software Engineering field, or equivalent practical experience. 
7 years of experience managing technical projects within the Infrastructure Modernization and cloud domains.
Experience in cloud computing (e.g., infrastructure, storage, platforms, data), cloud market dynamics and customer buying behavior.


 Preferred qualifications:

Master's degree in Computer Science or a related technical field. 
Experience with Relational Databases, NoSQL Databases, or Big Data technologies (e.g., Oracle, SQL Server, Postgres, Spark, Hadoop, other Open Source). 
Experience in advanced areas of networking, including Linux, software-defined networking, network virtualization, open protocols, application acceleration and load balancing, DNS, virtual private networks and their application to PaaS and IaaS technologies.
Experience delivering technical presentations.


About the job
 As the Customer Engineer, you will help customers make their work more productive, mobile, and collaborative. You will assist fellow members by problem-solving technical issues for our customers, and liaise with the Product Marketing Management and Engineering teams to stay up-to-date on industry trends and devise enhancements to Google Cloud products.


     In this role, while working with the Business team to introduce Google Cloud to our customers, you will help prospective customers, existing customers, and partners understand the power of Google Cloud, develop creative cloud solutions, architectures to solve their business challenges, and problem-solve any potential technical roadblocks.
   

 Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.


 Responsibilities

Inspire customers and peers to solve difficult problems with solutions.
Work with the team to identify and qualify business opportunities, identify customer technical objections, and develop a strategy to resolve technical blockers.
Manage the technical relationship with Google’s customers, including managing product and solution briefings, proof-of-concept work, and the coordination of additional technical resources.
Work with customers to demonstrate and prototype Google Cloud product integrations in customer or partner environments.
Recommend migration strategies, enterprise architectures, migration tools, and cloud infrastructure required to successfully implement a complete solution using best practices on Google Cloud. Travel to customer sites, conferences, and other related events.

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.
",
804f1415a95b137c,Big Data Engineer - Remote Work,https://www.indeed.com/viewjob?jk=804f1415a95b137c,2023/01/12,arequipa,   Peru  ,True,BairesDev,https://www.indeed.com/cmp/BairesDev,"
Who We are
 BairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects. 
We are looking for Big Data Engineers for Home-based modality to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!
 These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.
What You’ll Do:

Work together with developers, tech leads and solution architects to build applications.
Improve existing structures by adding new functionalities or proposing technological updates so that as a result, the impact of your contribution is significant in the core of each business.
The result of your work will also allow you to improve the user experience on scalable and high availability platforms, contributing to the key differential of each business.

Here’s what we are looking for:

6+ years of experience working as a developer.
5+ years of experience in Big Data.
Proficient with analysis, troubleshooting, and problem solving.
Hands-on experience with managing data loads and data quality a plus.
Advanced English level.

How we do make your work (and your life) easier:

100% remote work.
Hardware setup for you to work from home.
 - Flexible hours - make your schedule.
 

Paid parental leave, vacation & holidays.
Diverse and multicultural work environment.
An innovative environment with the structure and resources of a leading multinational.
Excellent compensation — well above the market average.
Here you can grow at the speed of your learning curve.

Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.  Every BairesDev team member brings something unique to our company. We want to hear your story. Apply now!

",
1b11b0355c40799a,Data Engineer,https://www.indeed.com/viewjob?jk=1b11b0355c40799a,2022/12/22,san isidro,   Peru  ,False,Pacifico Seguros,https://www.indeed.com/cmp/Pacifico-Seguros,"

Descripción del puesto 

En Pacífico Seguros estarás a cargo de:

Generar valor a la organización mediante el desarrollo e implementación de soluciones de información.
Asegurar la escalabilidad y sostenibilidad de las soluciones de información. 
Promover estándares y compartir el conocimiento adquirido en la comunidad de Data Engineers.
Mantener al Chapter actualizado en las prácticas y técnicas de ingeniería de datos de vanguardia.
Gestionar la construcción de Pipelines.
Generar sistemas de Procesamiento y programación


Requisitos 


Bachiller o titulado de la carrera de Ingeniería de Sistemas, Informática o carreras afines.
Conocimientos de Integración continua: Clear Case, Bitbucket, Jenkins, Remedy, Clear Quest, Git
Nivel de SQL Avanzado.
Conocimiento de Python, Scala o Java Avanzado (pipelines, ML).
Conocimientos de Hadoop Avanzado (HDFS, MapReduce, YARN, Ozzie, Ambari) – Cloudera.
Spark Avanzado.
Conocimientos de: Azure Data Factory, Azure Databricks, Azure Cosmos DB.
Conocimiento intermedio de los Sistemas de Almacenamiento y componentes del ecosistema Big Data (Ejem: HDFS, Impala, Hive, Hbase, Kudu).
Experiencia mínima de 3 años en roles similares en la nube (Azure, GCP, AWS).


Beneficios 


Pertenecer a una empresa del Grupo Crédito.
Beneficios corporativos.
Oportunidades de desarrollo.
Plan de salud EPS.






Detalles 


Nivel mínimo de educación: Universitario (Graduado)
  




Nosotros

  Somos una empresa que pertenece al mercado asegurador peruano cuyo objetivo principal es ayudar a nuestros clientes a superar los imprevistos. Por eso, en Pacífico Seguros dedicamos nuestro trabajo y nuestras ilusiones a que nada interrumpa su búsqueda de la felicidad
 

Nuestro Propósito


  Protegemos la felicidad de las personas
 

Nuestros Principios


  #Sé humano Queremos que seas la persona que más ayuda a sus clientes. Queremos que sepan que siempre cuentan contigo. Cuando necesitan un seguro, cuando tienen un seguro, cuando usan sus seguros.
   #Sé compañero Queremos que seas parte de un solo equipo. Uno sin divisiones en el que todos contribuyen para llegar a la mejor solución.
   #Sé soñador Queremos que estés a la vanguardia. Queremos que seas quien va adelante, el que innova, el que imagina los caminos que los demás seguirán.
   #Sé ejemplo Queremos que seas un orgullo para tu familia y para tu país.
   #Sé pro Queremos que seas el mejor profesional. El que usa siempre las mejores prácticas y alcanza los mejores resultados.
   #Sé feliz Queremos que seas fuente de felicidad. Queremos que conviertas tu estadía en Pacífico, en los días más satisfactorios de tu vida.
 
",
