platform_id,title,url,posted_date,city,country,company_name,company_job_platform_url,is_remote,description,benefits
fc2aa05bc8dc2505,Data Engineer,https://www.indeed.com/viewjob?jk=fc2aa05bc8dc2505,2022/12/22,fo tan,   Hong Kong  ,A.S. Watson Group,https://www.indeed.com/cmp/A.s.-Watson-Group,False,"

Summary:
 By engaging in ASW Group Big Data projects you will participate in enriching our enterprise data platform on cloud, covering business units in different countries, and collaborate with other teams and vendor partners to provide robust solutions for our business applications using data science, data analytics and visualization.
 This role focus on:

 Work closely with team leads, business users and other system teams on data and business analysis
 Analyse business data requirements and large volume of data from both source systems and enterprise data platform
 Develop, test, deploy, orchestrate and monitor data pipelines from extraction, loading to transformation
 Coordinate with vendors to define project scope and change requests using Agile methodology

 This job is a good fit for You if:

 You have great passion in Data Engineering
 You are detail-minded and well organized
 You are enjoy communciate and solving problem with a multi-cultural team

 Sucess will depends on:

 University (or college) graduate in Information Technology, Computer Science or relevant discipline
 Proven experience involving in ETL implementations, with Spark clusters/shell scripting/Python implementations experience as a plus
 Possess strong SQL skills in Oracle/MS SQL/Spark SQL
 Strong interpersonal skills and able to communicate effectively 
 Flexible to respond to changing priorities and eager to explore new IT tools and solution


We are an equal opportunity employer and welcome applications from all qualified candidates. The information provided will be treated in strict confidence and be used only for consideration of your application for relevant/ similar posts within the A.S. Watson Group.

",
f48f62ee89791ea7,"Mastercard Graduate Launch Program 2023 - Data Engineer - Prague, Czech Republic",https://www.indeed.com/viewjob?jk=f48f62ee89791ea7,2023/01/07,praha,   Czech Republic  ,Mastercard,https://www.indeed.com/cmp/Mastercard,False,"


  Our Purpose
 


   We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a 
  
   culture of inclusion
   for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
 


   Job Title
 
 Mastercard Graduate Launch Program 2023 - Data Engineer - Prague, Czech Republic
  The Mastercard Launch program is aimed at early career talent, to help you develop skills and gain cross-functional work experience. Over a period of 18 months, Launch participants will be assigned to a business unit, learn and develop skills, and gain valuable on the job experience.
 
 Be part of the Data & Services Technology Team at Mastercard, Data and Services
 
 Data Engineers are fundamental to the success of our client engagements by acting as the bridge between raw client data and Mastercard's software. Data Engineers work closely with both Consultants while working on consulting engagements and Software Development Engineers while working to develop internal capabilities. Data Engineers are responsible for:
 

Designing processes to extract, transform, and load (ETL) terabytes of data into Mastercard's analytics platform
Sourcing data from clients, government and other third party data sources, and Mastercard's transaction data warehouse
Working across multiple teams, both internal and external, in order to determine the data requirements and business logic applicable to each data set
Tackling big data problems across various industries

 Make an Impact as a Data Engineer
  Here are just a few of the benefits that you will get to experience during your first year as a Data Engineer:
 

Strategic problem solving with exceptional peers who are also passionate about data
Creative freedom to innovate with new technologies and to explore a variety of solutions
Staffing on external-facing consulting projects where you will have the opportunity to work directly with clients
Flexibility to work on many new and challenging projects across diverse industries
A dynamic environment where you will have an impact and make an immediate difference
An immediate opportunity for increased responsibility, leadership, and professional growth
Committed mentoring and training by an experienced and driven leadership team
Cross-functional collaboration with others throughout Mastercard
 Bring your passion and expertise
 
 We recruit for and value the following core competencies:
 

Currently enrolled student pursuing a Bachelor's or Master's degree studying Computer Science, Data Engineering, or a related field
Desire to work with data and help businesses make better data-driven decisions
Understanding of relational databases, SQL, and database management
Excellent written and verbal communication skills
Strong troubleshooting and problem-solving capabilities
Demonstrated analytical and quantitative skills
 The role also involves these skills. We don't require them, but it's helpful if you already have them:
 

Hands-on experience with the ETL process and SSIS
Knowledge of at least one programming language



   Corporate Security Responsibility
   All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected that every person working for, or on behalf of, Mastercard is responsible for information security and must:
 

 Abide by Mastercard’s security policies and practices;
 Ensure the confidentiality and integrity of the information being accessed;
 Report any suspected information security violation or breach, and
 Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.


",
6d31a92fd06d0bd3,Data Engineer,https://www.indeed.com/viewjob?jk=6d31a92fd06d0bd3,2023/01/11,remoto in ciudad de méxico,   Mexico  ,SailPoint,https://www.indeed.com/cmp/SailPoint,False,"


   *Remote position based in Mexico. Multiple roles available.*
  


    SailPoint is the Worldwide Leader for Enterprise-Class identity security. We minimize risk and maximize business growth by managing access to data and resources across our client’s enterprise. We do it effectively and securely for every person who interacts with our client’s organization—any user, on any device, anywhere in the world.
  




 We were first to recognize that companies could benefit from an approach to identity that addresses both IT and business priorities. We developed a unique, risk-based model and leveraged that approach for everything from compliance to user provisioning. Then we followed that with the industry's first solution for truly extending enterprise identity management to applications in the cloud.
  




 Our Identity AI team is looking for Data Engineers to help build a new cloud-based SaaS identity analytics product. We are looking for well-rounded data engineers who are passionate about building and delivering reliable, scalable data pipelines for SaaS products.
  





 As a new member on the team, you will be integral in building this product and will be part of an agile team that is in startup mode. This is a unique opportunity to build something from scratch but have the backing of an organization that has the muscle to take it to market quickly, with a very satisfied customer base.
   




 Responsibilities:
   





       Implement data ingestion workflows, both streaming & batch data pipelines
     


       Create ETL/ELT processes using technologies such as Flink/Spark.
     


       Collaborate with team to build data pipelines to load data into Snowflake.
     







     Requirements:
   





       2 to 4 years of data engineering experience.
     


       Proficient programming skills, with one or more languages such as Java or Python
     


       Experience working with orchestration tools like Airflow or Luigi
     


       Experience with writing SQL
     







     Preferred:
   





       Experience with AWS cloud services: EC2, EMR, EKS, Athena.
     


       Experience with data streams like Kafka, AWS kinesis with k-streams/spark/Flink
     





   SailPoint is an equal opportunity employer and we welcome everyone to our team. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.
 
",
5b1237870bb9ff5e,Data Engineer - Mox,https://www.indeed.com/viewjob?jk=5b1237870bb9ff5e,2023/01/20,quarry bay,   Hong Kong  ,Standard Chartered,https://www.indeed.com/cmp/Standard-Chartered-Bank,False,"


Job
: JOT to update
 

 Primary Location
: Asia-Hong Kong-Quarry Bay
 

 Schedule
: Full-time
 

 Employee Status
: Permanent
 

 Posting Date
: 19/Jan/2023, 7:54:07 PM
 

 Unposting Date
: Ongoing
 


 About Mox
Mox is built by and for the ones who aspire to live life to the fullest – we call them Generation Mox!
The name Mox reflects the endless opportunities we can create, - Mobile eXperience; Money eXperience; Money X (multiplier), eXponential growth, eXploration… it’s all up for us to define together.
Why Mox
Mox helps you grow – your money, your world, your possibilities. We equip you with the financial management tools, information and insights you need to make your dreams, big or small, come true.
Everything at Mox – from our products, features, to rewards – is designed based on customer research, tailor made for your needs. We care about what customers care about, especially in data security and privacy. Data ethics is core to everyone here at Mox.
Mox rewards you with an array of banking and lifestyle benefits. Who says banking can’t be fun?


Responsibilities
As a Data Engineer you'd be working with us to design, maintain, and improve various analytical and operational services and infrastructure which are critical for many other functions within the organization. These include the data lake, operational databases, data pipelines, large-scale batch and real-time data processing systems, a metadata and lineage repository, which all work in concert to provide the company with accurate, timely, and actionable metrics and insights to grow and improve our business using data. You may be collaborating with our data science team to design and implement processes to structure our data schemas and design data models, working with our product teams to integrate new data sources, or pairing with other data engineers to bring to fruition cutting-edge technologies in the data space.


Requirements


We expect candidates to have in-depth experience in some of the following skills and technologies and be motivated to build up experience and fill any gaps in knowledge on the job. More importantly, we seek people who are highly logical, with a balance of respect for best practices and using their own critical thinking, adaptable to new situations, capable of working independently to deliver projects end-to-end, communicates well in English, collaborates effectively with teammates and stakeholders, and eager to be on a high-performing team, taking their careers to the next level with us. Highly relevant:

General computing concepts and expertise: Unix environments, networking, distributed and cloud computing
Python frameworks and tools: pip, pytest, boto3, pyspark, pylint, pandas, scikit-learn, keras
Agile/Lean project methodologies and rituals: Scrum, Kanban
Workflow scheduling and monitoring tools: Apache Airflow, Luigi, AWS Batch
Columnar and big data databases: Athena, Redshift, Vertica, Hive/Hadoop
Version control: git commands, branching strategies, collaboration etiquette, documentation best practices
General AWS or Cloud services: Glue, EMR, EC2, ELB, EFS, S3, Lambda, API Gateway, IAM, Cloudwatch, DMS
Container management and orchestration: Docker, Docker Swarm, ECS, EKS/Kubernetes, Mesos
CI / CD tools: CircleCI, Jenkins, TravisCI, Spinnaker, AWS CodePipeline


 Also good to have:

JVM languages, frameworks and tools: Kotlin, Java, Scala / Maven, Spring, Lombok, Spark, JDK Mission Control
RDBMS and NoSQL databases: MySQL, PostgreSQL / DynamoDB, Redis, Hbase
Enterprise BI tools: Tableau, Qlik, Looker, Superset, PowerBI, Quicksight
Data science environments: AWS Sagemaker, Project Jupyter, Databricks
Log ingestion and monitoring: ELK stack (Elasticsearch, Logstash, Kibana), Datadog, Prometheus, Grafana
Metadata catalogue and lineage systems: Amundsen, Databook, Apache Atlas, Alation, uMetric
Data privacy and security tools and concepts: Tokenization, Hashing and encryption algorithms, Apache Ranger
Distributed messaging and event streaming systems: Kafka, Pulsar, RabbitMQ, Google Pub/Sub
Streaming data processing frameworks: Spark Streaming, Apache Beam, Apache Flink



",
4660c94a68ed88b7,Snowflake Data Engineer,https://www.indeed.com/viewjob?jk=4660c94a68ed88b7,2023/01/18,remoto,   Mexico  ,Luxoft,https://www.indeed.com/cmp/Luxoft,False,"





Project Description

This job is a member of the Information Technology Team, within the Information Technology Division. This position supports and transforms existing and new mission critical and highly-visible operational website(s) and applications - spanning multiple technology stacks - through all phases of SDLC, while working collaboratively across IT, business, and third party suppliers from around the globe in a 24x7, fast-paced, and Agile based environment.




Responsibilities



Collaborate with customers and business teams to transform business requirements into functioning software
Work with business, architect, infrastructure, security, and other corporate teams to provide end to end solution and support for steady-state systems
Combine conceptual understanding with broad applied experience and provides seasoned technical expertise, high-level analytical, interpretative, evaluative, and/or constructive advice
Evaluate requirements and enhancements requests, and propose solutions with careful consideration of cost, impact, standards, and compatibility to with other systems
Assist in the collection and documentation of user's requirements, development of user stories, estimates, testing strategies, and work plans
Prepare, consolidate, and generate release notes that are audience appropriate
Apply advanced level understanding of current and future technology architecture and integrate this knowledge into design, problem solving, planning, and strategic technical roadmaps
Prepare reports, manuals, and other documentation on the status, operation, and maintenance of software
Use critical thinking to frame complex issues/problems, develop multiple creative solution options, perform tradeoff analysis, identify impact of various alternative solutions and synthesize data to arrive at a recommended approach in support of making decisions and taking action
Perform thorough analysis and generate root-cause-analysis for any production incident
Maintain and enhance existing enterprise services, applications, and platforms using domain driven design and test-driven development
Troubleshoot and debug complex issues; identifies and implements solution 




Skills

Must have


+3 YOE designing and implementing a full-scale data warehouse solution based on Snowflake.
Experience with SQL Databases and multiple programming languages.
Proficiency with Snowflake internals and integration of Snowflake with other technologies for data processing and reporting.
Develop a set of algorithms for storing optimized data after formulating a set of dataset processes.
Deal with any business challenges that might arise, Data Engineers conduct research in the industry.
Analyze data and identify manual tasks that can be automated to reduce manual effort.
Experience with AWS, Microsoft Azure or Google Cloud 


Nice to have

Spark, Scala, Python, Java, Cloud computing 





Languages

English: C1 Advanced


Seniority

Senior


Relocation package

If needed, we can help you with relocation process.




Vacancy Specialization 

BigData Development


Ref Number

VR-81591





",
bfab7e114eb8f008,Junior Data Engineer,https://www.indeed.com/viewjob?jk=bfab7e114eb8f008,2023/01/14,budapest,   Hungary  ,OTP Bank Nyrt.,https://www.indeed.com/cmp/Otp-Bank,False,"
Junior Data Engineer
 Feladatok: Adatmenedzsment megoldások fejlesztése Adatstruktúrák, data pipeline-ok fejlesztése üzleti elemzés, modellezés céljára Együttműködés forrásrendszerekkel, adatokat használó üzleti területekkel Éles üzem támogatása, a folyamatok hangolása 
  Elvárások:

 Pyspark, Airflow tapasztalat 
ETL folyamatok ismerete 
Szakmai angol nyelvtudás 
Unix/Linux/Solaris ismeret alap szinten 
Önálló munkavégzésre való képesség 
Relációs adatbáziskezelők ismerete  Előnyt jelent: Oracle PL/SQL gyakorlat Kafka, Hive, Java ismerete Openshift tapasztalat Banki folyamatok ismerete Azure tapasztalat Agilis szervezeti vagy keretrendszer tapasztalatok DevOps módszertan ismerete  Amit kínálunk: 
 Piacvezető vállalatcsoport 
Dinamikusan fejlődő informatikai környezet 
Heti 4 nap home office lehetőség 
Támogató munkahelyi légkör 
Szakmai fejlődési- és tanulási lehetőség  Munkavégzés helye: 1131 Budapest, Madarász Viktor utca 12.  Pályakezdők jelentkezését is várjuk!

",
41a34a655cf68e1f,Data Engineer | AWS,https://www.indeed.com/viewjob?jk=41a34a655cf68e1f,2023/01/04,home office,   Brazil  ,Semantix,https://www.indeed.com/cmp/Semantix,False,"Nossa nave tem um lugar reservado pra você! Vamos, juntos, impactar bilhões de vidas com dados?Somos um time de apaixonados por tecnologia com diferentes graus de experiência e conhecimento, diversas origens e, principalmente, 100% motivados a levar inovação e inteligência para nossos clientes por meio das principais plataformas do mercado.Aqui, valorizamos as pessoas e a diversidade em todas as suas formas, e queremos avançar cada vez mais na construção e fortalecimento de um ambiente diverso e inclusivo.
Vem compartilhar desse sonho conosco! *#VemPraSemantix*
Responsabilidades e atribuições

Elaboração e sustentação do processo de ETL
Apoiar em execução de testes e correções de bugs
Apoiar na elaboração, implementação de modelos de ML

Requisitos e qualificaçõesAWS GLue, Lambda, Athena, Step functions, Redshift,SQL,Pythonconstrução de pipeline de dados, Github)Opcional: Crawler, Terraform, OpsgenieComprometimento, responsabilidade, que goste de trabalhar em equipe, gostar de aprender e ensinar.*Informações adicionais*Conheça os nossos benefícios:Salário compatível com o mercado;Flash (cartão flexível) com a recarga média de R$ 1.000/mês;Plano de Saúde Bradesco;Plano Odontológico Sulamérica;Seguro de Vida;Acompanhamento de saúde por meio da nossa parceria com a Oli Saúde;Gympass;Auxílio Creche para mamães e papais;PLR;Semantix Academy – área focada no desenvolvimento de soft skills e hard skills para o desenvolvimento da nossa equipe;Aulas de inglês e espanhol (in company) com a Rosetta - após 03 meses de empresa;Plano de Carreira;Parceria com a Creditas.*Você já conhece a Semantix?*Somos uma empresa de dados e Inteligência Artificial brasileira e primeira_ deep tech_ do país a entrar na Nasdaq, a bolsa de valores de Nova Iorque!
Mas, acima de tudo, aqui dentro, somos feitos de pessoas!
Pessoas que pensam grande, que focam no gerar valor ao cliente, que colaboram e atuam como parte de um time e *pessoas de ação!*
E se você está aqui, com certeza deve ter algum desses requisitos! Não é mesmo?
Na Semantix, valorizamos nossas equipes e as incentivamos a sempre buscar pela inovação contínua e desenvolvimento, porque sabemos que os nossos resultados e crescimento exponencial refletem a qualidade do nosso time.
E nós fazemos tudo isso sempre pautados pela ética, transparência e respeito à diversidade e pluralidade dos nossos Semânticos e Semânticas!
Como gostamos de falar: “Nossas pessoas são o nosso maior ativo!”
Então, que tal embarcar nessa nave com a gente e impactar bilhões de vidas com dados?
Política de Privacidade para Candidatos
Tipo de vaga: Tempo Integral
Salário: R$1.000,00 por mês","Childcare, Dental insurance, Health insurance, Life insurance, Profit sharing, "
df35db13b122fa6b,Data Engineer,https://www.indeed.com/viewjob?jk=df35db13b122fa6b,2023/01/05,ciudad de méxico,   Mexico  ,The Coca-Cola Company,https://www.indeed.com/cmp/The-Coca--cola-Company,False,"

At Coca-Cola, we're looking for technologists who understand the fundamentals and principles of technology and who want to solve business problems on a global scale in a large, complex environment.
 As a Data Engineer, you will contribute to the development of data exploration, data transformation and modeling, as well as data visualization that turn data into knowledge.
 In this role you will be responsible for enabling and running data migrations across different databases and different servers, as well as performing thorough testing and validation in order to support the accuracy of data transformations and data verification used in dashboards, reports and platforms.
 Ultimately, you will enhance our ability to make better platforms here at The Coca-Cola Company. If you have passion for data engineering and problem-solving attitude, we’d like to meet you!
 
What You’ll Do for Us

 Design, develop, test, document, deploy, monitor, and support code & visual reports 
Participate in a scrum team continuously delivering incremental high-quality code & reports to production 
Interface with other technology teams to extract, transform, and load data from a wide variety of data sources 
Provide visibility over plans and status to multiple stakeholders (IT) 
Diligently work side by side with Sr. Data Engineers defining and supporting platforms and applications 


Qualifications & Requirements

 1+ years’ experience of creating elegant, efficient, and testable code & reports 
Bachelor’s degree in Computer Science or related field 
Experience with Business Intelligence Data Visualization tools like PowerBI, Tableau, Microstrategy, etc. 
Experience with relational SQL databases 
Experience with Python 
Knowledge with Extract Transform and Load (ETL) tools 
Effective Communication in English (Oral and Writing) 
Analytical thinking, curious and proactive mindset 


Preferred Qualifications & Experience:

 Knowledge with Master Data Management (MDM) 
Understand Agile Scrum & DevOps best practices 
Experience using CI/CD tools – Bitbucket, GitHub, GoCD, Bamboo, Terraform 
Solid understanding of Git-based version control 
Solid understanding of object-oriented programming 
Exposure to one of the following languages: Java, Scala, R, NodeJS 
Solid knowledge about data modeling and architecture 
Fundamentals about developing applications using public cloud (AWS, Azure or GCP) specially focused in Data Services (CosmosDB, DynamoDB, Databricks, Glue, DataLake, Redshift etc.) 
Experience working in a multinational, distributed team, with in-house and external delivery resources.
 Working on one Agile life cycle management tool such as Jira or Azure DevOps.


 What We Can Do For You

 Innovation & Technology: The ability to work with an award-winning team that is on the cutting edge of innovation.
 Exposure to World Class Leaders: Availability to global technology leaders that will expand your network and exposure you to emerging technologies and techniques.
 Agile Work Environment: We embrace agile with management that believes in removing barriers, so you are empowered to experiment, iterate and innovate.


 Our Purpose and Growth Culture: We are taking deliberate action to nurture an inclusive culture that is grounded in our company purpose, to refresh the world and make a difference. We act with a growth mindset, take an expansive approach to what’s possible and believe in continuous learning to improve our business and ourselves. We focus on four key behaviors – curious, empowered, inclusive and agile – and value how we work as much as what we achieve. We believe that our culture is one of the reasons our company continues to thrive after 130+ years. Visit Our Purpose and Vision to learn more about these behaviors and how you can bring them to life in your next role at Coca-Cola.  We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state or local protected class. When we collect your personal information as part of a job application or offer of employment, we do so in accordance with industry standards and best practices and in compliance with applicable privacy laws.
",
5d41c05d811b20c7,QA Engineer (Web),https://www.indeed.com/viewjob?jk=5d41c05d811b20c7,2022/12/22,praha,   Czech Republic  ,Veeam Software,https://www.indeed.com/cmp/Veeam%20Software,False,"
 Company Description
  Veeam is a leading provider of backup and recovery software for virtual, physical and cloud environments.
 Different Veeam departments take care of every phase of the solution life cycle: development and testing, implementation through an extensive partner network, and technical support in multiple languages.
 Veeam builds products to meet complex backup and data management challenges. We work with VMware vSphere, Microsoft Hyper-V and Nutanix AHV virtualization; Windows, Linux and Unix physical systems; Active Directory, Exchange, SharePoint, SQL, Oracle and SAP HANA servers; Amazon, Azure and Google Cloud public clouds; and many other technologies that form the core of modern IT.
 Our Corporate Information Systems team oversees the operation of our company’s information systems. These include not only the veeam.com website but also a forum, client portals and internal tools. No product release goes without their support, and all our web services run smoothly as a result of their work.



 Job Description
  Responsibilities:

 Quality assurance and validation of issued changes;
 Development, validation, and improvement of test scenarios;
 Performance of functional, integration, and load testing;
 Automation of the testing process, creation, and support of tests in the actual state;
 Running functional tests and analyzing test run results, preparing reports and quality improvement proposals;
 Analysis of results, increase of test coverage, development, and implementation of new approaches to testing.
 Teamwork with developers, analysts, and other team members;
 Readiness to provide full-stack testing for some tasks.




 Qualifications
  What we need:

 Manual and auto testing experience from 2 years;
 Web-testing experience;
 API testing experience;
 Participation in the organization and development of the environment for the launch of tests and test infrastructure (Jenkins, Allure and Selenium Server);
 Understanding software lifecycle and testing theory;
 API testing experience;
 Sufficient practical knowledge of English within the needs of the job (B2).

 Additional Information
  We offer:

 Excellent professional and career opportunities in the international team of talented and energetic people.
 Generous benefits package from the very first day of your employment including: premium healthcare program for you and your children, sick days, additional payments for sick leave, meal tickets, MultiSport card, public transport pass, cell phone contract.
 Cafeteria Benefit Plan – an additional annual budget that you can spend on a variety of benefits such as travel, sport, wellness, education and many more.
 Flexible working hours, no bureaucracy or formalism.
 Professional trainings and education, including courses and conferences, English & Czech classes, internal meetups and unlimited access to online library
 Work permit assistance.

 Please note: If the applicant is permanently present outside of the Czech Republic, Veeam reserves the right to refuse to consider the application for a job. Remote job is only possible in case the employee is located in the Czech Republic.
",
882fe315b498993f,Data Engineer (AI),https://www.indeed.com/viewjob?jk=882fe315b498993f,2022/12/22,praha,   Czech Republic  ,Accenture,https://www.indeed.com/cmp/Accenture,False,"
Join the Accenture’s Strategy & Consulting and participate on performance improvements of our clients’ business by applying digital technologies and data driven approaches across their enterprises.

 Leverage our unmatched range of digital services (cloud, mobility, analytics, interactive, social, technology and business), develop transformational strategies and implement new technologies tailored for our clients’ needs just to help them to win on the market.

 Once you’ll join the Accenture, you’ll become an integral part of a our forward-looking digital community. You will be able to collaborate and share ideas with a world-class global network of 40,000+ digital professionals who are passionate to innovate and develop new ways of delivering results to our clients.  As a Data Analytics Consultant, you will be implementing end-to-end analytical solutions and leading discussions with the client. You can look forward to:

 Become part of an analytical scrum team and cover end-to-end delivery of BI dashboards & reports focused mainly on online customer's journey & overall performance of client's digital ecosystem.
 Analyze business needs and work with business stakeholders to transform high-level business requirements into a design (mockup) of new BI dashboards. Shape the design to fit client needs.
 Identify all inputs needed for development, assess potential risks and estimate effort. Work with other related teams to gather all required inputs for own development.
 Govern and administer team's back-end infrastructure (DWH, VMs, code repository..) hosted on the Google Cloud Platform. Continuously work on infrastructure improvements to support product scaling.
 Develop ETL/ELT data integration pipelines (mostly from REST APIs) and orchestration jobs for regular data loads. Maintain currently existing solutions developed in Python.
 Design & create data marts. Transform TBs of raw data into data marts for use in reporting.
 Develop BI dashboards in Google Data Studio and Microsoft Power BI. Manage already existing BI dashboards.
 Review test cases & validate test results before new solutions are deployed to production
 Create detailed product documentation. This includes both team's internal documentation and report end-user's documentation.
 Co-create product backlog based on feedback from business stakeholders on existing BI dashboards or based on team's infrastructure improvements proposals
 Present developed BI dashboards to business stakeholders & management.





Required skills:

 Fluent English, and Czech or Slovak is a must.
 Advanced knowledge of SQL (DML, DDL) is a must
 Experience with ETL/ELT development in Python
 At least basic knowledge of Linux commands and version control systems (git)
 Overall knowledge of cloud platform architecture and their components (GCP, Azure or AWS)
 Experience with Agile development practices (SAFE, Scrum)
 Knowledge of web analytics (Google Analytics, Adobe Analytics) is an advantage


 What we’re offering:

 Opportunity to boost your functional skills and expertise in an area of specialization
 Complex self-assessment of data science and AI knowledge in multiple areas of expertise with the possibility of certification with global recognition (Workera)
 Extensive and personalized training programs based on unlimited access to Coursera training platform
 Variety of interesting projects delivered locally or abroad
 Remote work option (home office)
 Attractive package of employee benefits

",
