application_url_or_email,category,company_logo_url,company_name,company_slug,company_twitter,description,id,location,location_type,position,published_at,slug,status,tags,type
https://jobs.lever.co/boulevard/155cb811-c2d1-4759-8c03-9dd11068df45,product,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/yifxlruwe2.webp,Boulevard,boulevard,,"As the Senior Product Analyst you will be the foundational team member for our Product Analytics team and create a robust self-service product analytics program from the ground up. You will work across our Product Operations, Analytics Engineering, and Engineering organization to understand the product data gaps and develop a plan to instrument the necessary tracking to power analytics and KPI’s. You will support the design, development, and administration of advanced analytics dashboards for reporting on our product health and performance. You will play a key role starting from requirements gathering, to delivery of an analytics solution, and continuous support of a self service dash-boarding and reporting.You will work with product managers, engineers, and our analytics engineering team, to ensure our product organization has access to the data they need to answer critical questions. If you’re interested in building something from the ground up, having a high sense of ownership, and learning with a growth mindset, and have a passion for data informed decision making, this is the role for you.What you'll do here:Product Event Tracking: Work across Analytics Engineering and Product to define and own product event tracking schema and select and implement a reporting tool such as Amplitude / Mixpanel.Product KPIs: Work closely with product to define and track product metrics and KPIs related to our North Star Metric and its input metrics.Product Dashboards: Support the design and development of product dashboards within an event tracking and reporting toolProduct Strategy / Roadmap: Provide analysis and/ market studies to support strategic initiatives related to product strategy and roadmapProduct A/B Testing: Create a system and visibility for future A/B testing of new features within the product analytics reporting tool, so success criteria for A/B testing can be quickly identified and understood.What you'll need to thrive:Strong Proficiency in an event reporting tool such as Amplitude / MixpanelExperience working with BI or Data engineersStrong Intuition for data and basic statistical conceptsEffective communicator who can successfully operate in a cross-functional role (Product / Analytics Engineering / Eng)Ability to communicate technical concepts to both technical and non-technical audiences through visualizations and studiesStrong intuition for product and user journeys and common SaaS KPIs",21948,United States,remote,Sr. Product Analyst,2022-05-04T16:13:28Z,yifxlruwe2-sr-product-analyst,approved,"['Amplitude', 'Mixpanel', 'SQL']",fulltime
hr@bitquery.io,dataengineering,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/ixumzawhqq.webp,Bitquery,bitquery,Bitquery_io,"We have a distributed team, we are looking for programmers to further develop and support a data collection and processing system.Responsibilities:Building scalable infrastructureEffective data storageData quality control, monitoring, and ensuring data qualityDatabase administrationMessage queue administrationUnderstanding blockchain data (blocks, transfers, transactions, smart contracts, etc.)Adding data quality checker/alert/metrics to monitoring systemsRequirements:Knowledge of database technologiesHight SQL language skillProgramming skill (Ruby or Python or Java or Golang)Experience to work with dataThe desire to understand a variety of systems and projects3 years IT experienceStack: Ubuntu, Ansible, Jenkins, Clickhouse, Mysql, Kafka, Ruby, Python, Go, Java, Docker, Grafana, PrometheusKeywords: Unix, Database, DBA, SQL, Go, Python, Blockchain",20251,Worldwide,remote,Data Engineer / Data Ops,2022-03-21T12:18:22Z,ixumzawhqq-data-engineer-data-ops,approved,"['Airflow', 'Clickhouse', 'Apache Spark']",fulltime
https://jobs.lever.co/corestream/0fc8cc4f-306d-41ce-9a6f-5cb638bd27e0?ref=datastackjobs.com&utm_source=datastackjobs.com,dataengineering,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/o6okkm0d0f.webp,Corestream,corestream,CorestreamInc,"We’re looking for a data engineer with analytics experience to join a small data team and spearhead development on our cloud data lakehouse. The ideal candidate will be adept at working cross-functionally to elicit design requirements from business and technology teams, building robust data pipelines, curating meaningful datasets, and provisioning data for end-users, integrations, and other services.Key ResponsibilitiesWork with business teams to understand current and future data needs and provide mechanisms for constructing and storing datasets to support those requirements.Work with the R&amp;D teams to influence the design and implementation of new data models.Provide expertise in data movement and storage best practices in support of downstream reporting, analytics, and data science initiatives.Help design and optimize the business’ database and table schemas for existing applications and future product development.Design, implement, and optimize robust ELT pipelines.Populate a cloud data lakehouse utilized by data analysts, data scientists, and BI developers.Skills and Expertise4+ Years designing data models, building ETL pipelines, and wrangling data to solve business problems.2+ Years developing in Spark, with Databricks experience strongly preferred.Working experience within the Azure ecosystem.Advanced SQL experience working with relational databases.Experience building data pipelines, architectures, and datasets, with preference for Delta Lake multi-hop architecture development experience.Knowledge of database and data warehouse design best practices for read/write performance.Development experience with either Python or Scala.Demonstrated understanding of common BI patterns and tabular modeling, with preference for Microsoft Power BI experience.Corestream is a fast-growing, cutting-edge financial and benefits technology company. We are an industry leader in the delivery of Voluntary Benefits; our proprietary software is the engine for large, Fortune-500 companies to easily and cost-effectively offer unlimited Voluntary Benefits to its employees through payroll deduction. We have a driven, flexible, and fun team and offer competitive compensation and benefit packages. Although we are over ten years old, we still have a “start-up” culture and when we are in the office we have a casual dress code, weekly yoga, free snacks and beverages, and Friday lunches are on the house. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",20240,Worldwide,remote,Data Engineer,2022-03-21T12:20:00Z,o6okkm0d0f-data-engineer,approved,"['Azure', 'Data pipelines', 'ETL', 'Power BI']",fulltime
https://apply.workable.com/j/9FE469A6B8/apply?ref=datastackjobs.com&utm_source=datastackjobs.com,machinelearning,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/spxkdouo5t.webp,Wavicle Data Solutions,wavicle-data-solutions,WavicleDataLLC,"Wavicle Data Solutions designs and delivers data and analytics solutions to reduce time, cost, and risk of companies’ data projects, improving the quality of their analytics and decisions now and into the future. As a privately-held consulting service organization with popular, name brand clients across multiple industries, Wavicle offers exciting opportunities for data scientists, solutions architects, developers, and consultants to jump right in and contribute to meaningful, innovative solutions.Our 300+ local, nearshore and offshore consultants, data architects, cloud engineers, and developers build cost-effective, right-fit solutions leveraging our team’s deep business acumen and knowledge of cutting-edge data and analytics technology and frameworks.At Wavicle, you’ll find a challenging and rewarding work environment where we enjoy working as a team to exceed client expectations. Employees appreciate being part of something meaningful at Wavicle. Wavicle has been recognized by industry leaders as follows:Chicago Tribune’s Top WorkplacesInc 500 Fastest Growing Private Companies in the USCrain’s Fast 50 fastest growing companies in the Chicago areaTalend Expert Partner recognitionMicrosoft Gold Data Platform competencyWatch here to learn <a href=""https://vimeo.com/654661550"">Why Wavicle As a ML Engineer you will be responsible for the end-to-end a development of machine learning solutions that solve some of our client's most complex business problems.What You Will Get To Do:Identify scalable ML solutions to solve business problems that addresses client need.Understanding on ML pipeline (feature engineering, scoring, signal processing).Understand Data Engineering and its mechanism, whether its real time or batch.Work with Data Scientists on how models are being built and used against different data inputs.Provide a platform for Data Scientist to access data and processes to allow them to fine tune the models.Build a system that can provide capabilities for Data Scientists to be contributors.Leverage cloud compute to build solutions.Understand Data science needs and translate them into workable solutions.Mentor and guide other ML engineers, scientists and senior leaders. Be a continuous learner and invest in the learning and development of ML engineers.Requirements5+ years of data &amp; analytics professional work experience.Prior experience working as a management/strategic consultant is highly desirable.3+ years of developing and deploying machine learning systems into a production environment.Experience working with big data tools (i.e. Hadoop, Spark, Kafka, etc.) to extract data.Familiarity with ML modeling frameworks (i.e. Tensorflow, Keras, Pytorch).Expertise with key cloud services (VM, Storage, etc...) - AWS, Azure or GCP.Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala , etc.Experience working with distributed systems, service oriented architectures and designing APIs.Expert knowledge of SQL.Strong written and verbal communication skills.Excellent analytical and problem solving skills.Familiar with project management methodologies.Bachelor or Master's degree in Computer Science, Statistics, Mathematics, Analytics or related degree.Hybrid work schedule (onsite/remote).Ability to travel to client locations up to 25% (Canadian and U.S. based customers).Must reside in the Quebec providence; Montreal preferred. Wavicle's Canadian office is located in Montreal.Equal Opportunity Employer Wavicle is an Equal Opportunity Employer and committed to creating an inclusive environment for all employees. We welcome and encourage diversity in the workplace regardless of race, color, religion, national origin, gender, pregnancy, sexual orientation, gender identity, age, physical or mental disability, genetic information or veteran status.BenefitsHealth Care Plan (Medical, Dental &amp; Vision)Life Insurance (Basic, Voluntary &amp; AD&amp;D)Unlimited Paid Time Off (Vacation, Sick &amp; Public Holidays)Short Term &amp; Long Term DisabilityTraining &amp; DevelopmentFlexible Work ScheduleBonus ProgramWellness Program",19439,Canada,remote,Senior ML Engineer,2022-03-06T12:26:22Z,spxkdouo5t-senior-ml-engineer,approved,"['AWS', 'Azure', 'Big Data', 'Consulting']",fulltime
https://boards.greenhouse.io/innovaccer/jobs/5954305002?ref=datastackjobs.com&utm_source=datastackjobs.com,dataengineering,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/okmf74i1ul.webp,Innovaccer,innovaccer,innovaccer,"Your RoleWe are looking for a Staff Data Engineer to join the Customer Innovation team, who will be responsible for acquiring, transforming, and integrating customer data onto our Data Activation Platform from customers’ clinical, claims, and other data sources. You will work closely with customers to build data and analytics solutions to support their business needs, and be the engine that powers the partnership that we build with them by delivering high-fidelity data assets.In this role, you will work closely with our Product Managers, Data Scientists, and Software Engineers to build the solution architecture that will support customer objectives. You'll work with some of the brightest minds in the industry, work with one of the richest healthcare data sets in the world, use cutting-edge technology, and see your efforts affect products and people on a regular basis. The ideal candidate is someone that Has healthcare experience and is passionate about helping heal people,Loves working with data, Has an obsessive focus on data quality,Is comfortable with ambiguity and making decisions based on available data and reasonable assumptions,Has strong data interrogation and analysis skills,Defaults to written communication and delivers clean documentation, and,Enjoys working with customers and problem solving for them.A Day in the Life▶ Enabling customers for success Define the end-to-end solution architecture for projects by mapping customers’ business and technical requirements against the suite of Innovaccer products and solutions. Measure and communicate impact to our customers.Enabling customers on how to activate data themselves using SQL, BI tools, or APIs to solve for questions they have at speed.Identify risks to customer success and communicate to leadership.▶ Playing with data and delivering insightsDesign, implement, and document data integration pipelines.Automate and orchestrate data flows.Build and unit testing of data ingestion pipelines.Building actionable dashboards and reports for customers.Take part in software engineering lifecycle activities including sprint planning, backlog grooming, code reviews etc.Analyze data and present data quality reports and insights to internal and external audiences. ▶ Finally, shaping the healthcare data platform for customer needsCrafting data models visible to the customersCreating analytical views that drive new insights customers need.What You Need8+ years of experience in a Data Engineering role, Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. Experience working with relational databases like Snowflake, Redshift or Postgres. Familiarity with NoSQL databases like MongoDB and ElasticSearch will be an added advantage.Proficiency in SQL programmingProficiency in at least one programming language (like Python, R, Scala) and experience writing code to handle data manipulation, scheduling, event-based triggering and automation tasksExperience working with AWS including services like EC2, EMR, RDS, Redshift, S3 and moreUS Healthcare Data experience preferably in Value-Based Care and strong healthcare data background - clinical, claims, FHIR, HL7, X12, CCDA etc.Data Analytics and Visualization (using tools like PowerBI)The ability to engage with both the business and technical teams of a client - to document and explain technical problems or concepts in a clear and concise wayAbility to work in a fast-paced and agile environment.Easily adapt and learn new things whether it’s a new library, framework, process, or a visual design concept.Passion for being the technology ambassador and coaching engineering excellence to junior engineers.Experience supporting customer incidents to resolution Preferred SkillsMulti Cloud experienceFamiliarity with Agile methodologies",19429,USA,remote,Staff Data Engineer,2022-03-06T12:24:39Z,okmf74i1ul-staff-data-engineer,approved,"['AWS', 'Data Analytics', 'EC2', 'Engineering']",fulltime
https://angel.co/company/ydata/jobs/1541372-marketing-manager,salesmarketing,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/p1azjgcujr.webp,YData.ai,ydata-ai,YData_ai,"We're looking for a Marketing Manager who will help us shape our team, drive the company to the next level, and have the most direct influence on our success.Your ProfileExperience working in small startups with limited resourcesStrong communication skills to internal and external audiencesCreativity is something you leverage to get to talk with someoneExperience or interest to work with Sales, Marketing, and Analytics toolsWillingness to communicate and share your knowledge with other team membersSince our team is currently being developed from scratch, we need pragmatic peopleYour ResponsibilitiesCreate a marketing strategy for YData's product, building out differentiated technical content and demonstration scenarios that enable thought leadershipLead efforts to market to technical practitioners by deeply understanding their needs and use casesCreate messaging and user experiences that drive engagement, product usage, and retentionCreate content to support marketing campaigns, website pages, and in-product experiences for YData usersDevelop and test product positioning and messaging informed by user research, market and competitive insights, and product understandingCollaborate with Product, Marketing, and Data Science teams to track product awareness, adoption, and engagementYou will be part of a self-organized teamOur Perks – More than just a jobHave an impact. With innovation and smart technology, we are changing the way organizations use and share data.Trust-based working. We don't punch the clock – organize your own schedule. We trust in what you do!Improve yourself. You can have fun at work at the same time you learn and improve yourself. We only hire the best and make them even better.Push boundaries. Everyone is equally important and works together on uncharted challenges alongside inspiring colleagues from all over the world.Feel at home. Literally! We are remote work enthusiasts!Want to write the history of artificial intelligence with us? Submit your application. We're excited to hear from you!",18891,"Europe, Africa, North America, South America, Central America",remote,Marketing Manager,2022-03-06T12:27:55Z,p1azjgcujr-marketing-manager,approved,"['Sales', 'Marketing', 'Analytics', 'Digital Marketing']",fulltime
https://angel.co/company/ydata/jobs/1452245-data-science-advocate,datascience,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/ojswkhzzy6.webp,YData.ai,ydata-ai,YData_ai,"We're looking for a Data Science Advocate who will help us shape the way data scientists understand the preparation step, including privacy, explainability, and causality of their datasets.Your ResponsibilitiesYou will be the owner of the documentationYou will create processes for content creation &amp; deliveryYou will write blog posts, social media posts, white papers, and other materialsYou take initiative to write about tools, frameworks, processes, or AI in generalYou are curious about how things work and write about itYour ProfileExperience writing for a technical audience (data scientists, developers, programmers, system architects, or similar)Data Science / AI knowledge and/or willingness to learnInterested in being part of a promising startupPassionate about learning new tools and keeping yourself up-to-dateWillingness to communicate and share your knowledge with othersFluent in EnglishOur Perks – More than just a jobHave an impact. With innovation and smart technology, we are changing the way organizations use and share dataTrust-based working. We don't punch the clock – organize your own schedule. We trust in what you do!Push boundaries. Everyone is equally important and works together on uncharted challenges alongside inspiring colleagues from all over the world.Want to write the history of data science and artificial intelligence with us? Apply now!",18890,"Europe, Africa, North America, South America, Central America",remote,Data Science Advocate,2022-03-06T12:27:48Z,ojswkhzzy6-data-science-advocate,approved,"['AI', 'ML', 'Data Quality', 'Copywriting']",fulltime
https://angel.co/company/ydata/jobs/1453984-senior-data-scientist-product,datascience,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/w45xlizshh.webp,YData.ai,ydata-ai,YData_ai,"We're looking for a Senior Data Scientist (Product) who will help us shape our team, drive the company to the next level, and have the most direct influence on our success.Your ResponsibilitiesYou'll be working with the newest data science Python library for data qualityYou will be part of a self-organized, cross-functional team while working on defining metrics, reports and helping to improve current models' functionalities at scale.Since our team is still growing, we need pragmatic scientistsYou take responsibility for the whole product your team deliversYou are curious and figure out how things work and how they should work for your productYou bring your core expertise but are open to getting your hands dirty with data architecture and data engineeringYou have a problem-solving attitudeYour ProfileML/DL models knowledge and statisticsExperience working with PythonInterested in data explainability and causalityInterested in creating the best tools for data scientists to use on their daily tasksInterested in working together with the FoundersPassionate about learning new tools and keeping yourself up-to-dateWillingness to communicate and share your knowledge with other team membersWillingness to work in agile processesFluent in EnglishOur Perks – More than just a jobHave an impact. With innovation and smart technology, we are changing the way organizations use and share data Trust-based working. We don't punch the clock – organize your own schedule. We trust in what you do! Feel at home. Literally! We are remote work enthusiasts! Feel it’s your own company. Check our stock options plan. We want to have you onboard and be part of YData.Want to write the history of data science and artificial intelligence with us? Submit your application today. We're excited to hear from you!",18889,"Europe, Africa, North America, South America, Central America",remote,Senior Data Scientist (Product),2022-03-06T12:27:43Z,w45xlizshh-senior-data-scientist-product,approved,"['Python', 'Statistics', 'SDK', 'Data Quality']",fulltime
https://angel.co/company/ydata/jobs/1280007-senior-data-engineer,dataengineering,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/q4cjm1n6fm.webp,YData.ai,ydata-ai,YData_ai,"We are currently looking for a Senior Data Engineer to join our team. Our product has built-in data pipelines that require scale to cope with high volumes of data. You will be working on a highly motivated team that is responsible for productizing ML solutions.Your TasksDevelop highly scalable integrations with different data-sourcesDesign and scale research pipelinesDrive decisions on data processingAbility to define your prioritiesOwnership and accountability for your tasksYour ProfileStrong algorithmic thinking and programming skills (Python)Experience with distributed data processing (Spark, Dask, etc.)Good understanding of Data Science workflows/pipelines (Data Cleaning and Data Processing)Understanding of tools such as Kubernetes, Airflow or Kubeflow is a plusPassionate about learning new tools and keeping yourself up-to-dateWillingness to communicate and share your knowledge with other team membersWillingness to work in agile processesFluent in EnglishOur Perks – More than just a jobHave an impact. With innovation and smart technology, we are changing the way organizations use and share data Trust-based working. We don't punch the clock – organize your own schedule. We trust in what you do! Improve yourself. You can have fun at work at the same time you learn and improve yourself. We only hire the best and make them even better. Push boundaries. Everyone is equally important and works together on uncharted challenges alongside inspiring colleagues from all over the world. Feel at home. Literally! We are remote work enthusiasts! Feel it’s your own company. Check our stock options plan. We want to have you onboard and be part of YData.Want to write the history of data science and artificial intelligence with us? Submit your application now. We're excited to hear from you!",18888,"Europe, Africa, North America, South America, Central America",remote,Senior Data Engineer,2022-03-06T12:27:36Z,q4cjm1n6fm-senior-data-engineer,approved,"['Python', 'Spark', 'Dask', 'Kubernetes']",fulltime
https://angel.co/company/ydata/jobs/683530-mlops-back-end-engineer,softwareengineering,https://nyc3.digitaloceanspaces.com/dstv-jobs-store-prod/public/company_logos/vc3ynqb6l9.webp,YData.ai,ydata-ai,YData_ai,"We're looking for an MLOps / Back-End Engineer who will help us shape our team, drive the company to the next level, and have the most direct influence on our success.Your ProfileExperience or interest to work with Go and/or Python languagesExperience with infrastructure technologies (Kubernetes and Docker)Experience developing distributed systems and microservice architecturesUnit, integration, and end-to-end tests are an essential part of your coding stylePassionate about learning new tools and keeping yourself up-to-dateWillingness to communicate and share your knowledge with other team membersWillingness to work in agile processes, like Scrum or KanbanFluent in EnglishYour ResponsibilitiesYou will be part of a self-organized, cross-functional team building a data platformSince our team is currently being developed from scratch, we need pragmatic engineersYou are not only our 'code', you take responsibility for the whole product your team deliversYou are curious and figure out how things work and how they should work for your productYou bring your core expertise but are open to getting your hands dirty with back-end, DevOps, QA, and customer successYou have a problem-solving attitudeOur Perks – More than just a jobHave an impact. With innovation and smart technology, we are changing the way organizations use and share data.Trust-based working. We don't punch the clock – organize your own schedule. We trust in what you do!Improve yourself. We only hire the best and make them even better.Feel at home. Literally! We are remote work enthusiasts!Feel it’s your own company. Besides salary, we offer stock options because we want you to be part of YData.Want to write the history of artificial intelligence with us? Submit your application now. We're excited to hear from you!",18887,"Europe, Africa, North America, South America, Central America",remote,MLOps / Back-End Engineer,2022-03-06T12:27:30Z,vc3ynqb6l9-mlops-back-end-engineer,approved,"['Go', 'Python', 'Kubernetes', 'Docker']",fulltime
